FID,ID,SPP_COM,SPP_BOT,DBH,AREA,PLANTDATE,CENSUSTRAC,ARPA,ADDRESS,STREET,X,Y,LATITUDE,LONGITUDE,x2,y2
39283,86490,"Cedar, White arbor",Thuja occidentalis,12,Westcott,To Be Determined,44,Yes,501,Thornden Park Dr,942316.741625019,1108639.444427,43.0417935619,-76.1265534929,-8474369.42539161,5318336.73080646
39284,86491,"cherry, sweet",Prunus avium,13,Westcott,To Be Determined,44,Yes,501,Thornden Park Dr,942317.180340991,1108647.34132199,43.0418152223,-76.1265516911,-8474369.22481346,5318340.02997838
39285,86492,Horsechestnut,Aesculus hippocastanum,16,Westcott,To Be Determined,44,Yes,501,Thornden Park Dr,942317.180341002,1108654.79950097,43.0418356854,-76.1265515392,-8474369.20791425,5318343.1468064
39286,86493,"Cedar, White arbor",Thuja occidentalis,11,Westcott,To Be Determined,44,Yes,501,Thornden Park Dr,942316.30290901,1108661.38024798,43.0418537543,-76.1265546875,-8474369.55837335,5318345.89894528
39287,86494,"Cedar, White arbor",Thuja occidentalis,9,Westcott,To Be Determined,44,Yes,501,Thornden Park Dr,942317.180341011,1108667.083561,43.0418693895,-76.1265512892,-8474369.18008022,5318348.28040796
39288,86495,"Cedar, White arbor",Thuja occidentalis,10,Westcott,To Be Determined,44,Yes,501,Thornden Park Dr,942318.057774007,1108671.032009,43.0418802099,-76.1265479267,-8474368.80576281,5318349.92849951
39289,86496,"Cedar, White arbor",Thuja occidentalis,12,Westcott,To Be Determined,44,Yes,501,Thornden Park Dr,942317.619058004,1108675.41917298,43.0418922536,-76.1265494784,-8474368.97850721,5318351.76292716
39290,86497,"Cedar, White arbor",Thuja occidentalis,9,Westcott,To Be Determined,44,Yes,501,Thornden Park Dr,942319.812640014,1108679.36762098,43.0419030543,-76.1265411926,-8474368.05613349,5318353.40802631
39291,86498,"Cedar, White arbor",Thuja occidentalis,11,Westcott,To Be Determined,44,Yes,501,Thornden Park Dr,942318.057774006,1108679.806337,43.0419042842,-76.1265477481,-8474368.78588119,5318353.59535987
39292,86499,"Cedar, White arbor",Thuja occidentalis,12,Westcott,To Be Determined,44,Yes,501,Thornden Park Dr,942320.690072993,1108683.31606899,43.0419138746,-76.1265378301,-8474367.68181568,5318355.05611871
39293,86500,"Crabapple, Spp.",Malus spp.,4,Tipp Hill,To Be Determined,29.01,No,301,Burnet Park Drwy,925774.479028,1108130.366814,43.040627028899,-76.1884417497362,-8481258.79684716,5318159.05292844
39294,86501,"Cherry, Ornamental",Prunus spp.,3,Tipp Hill,To Be Determined,29.01,No,301,Burnet Park Drwy,925764.76111,1108151.746235,43.0406858140185,-76.1884777245728,-8481262.80154944,5318168.0065526
39295,86502,"Maple, Sugar",Acer saccharum,16,Tipp Hill,To Be Determined,29.01,No,301,Burnet Park Drwy,925772.535445,1108194.505077,43.0408030330754,-76.1884478913604,-8481259.48053134,5318185.86033822
39296,86503,"Maple, Sugar",Acer saccharum,10,Tipp Hill,To Be Determined,29.01,No,301,Burnet Park Drwy,925786.140531,1108246.981838,43.0409468403566,-76.1883960763092,-8481253.71250557,5318207.76385724
39297,86504,"Maple, Sugar",Acer saccharum,13,Tipp Hill,To Be Determined,29.01,No,301,Burnet Park Drwy,925813.350703,1108243.094671,43.0409358236742,-76.1882943614051,-8481242.3896505,5318206.08588739
39298,86505,"Maple, Sugar",Acer saccharum,13,Tipp Hill,To Be Determined,29.01,No,301,Burnet Park Drwy,925811.407119,1108219.771666,43.0408718563747,-76.1883020421881,-8481243.24467108,5318196.34292031
39299,86506,"Maple, Sugar",Acer saccharum,15,Tipp Hill,To Be Determined,29.01,No,301,Burnet Park Drwy,925846.391626,1108227.546001,43.040892735397,-76.1881710411741,-8481228.66170037,5318199.52303904
39300,86507,"Maple, Sugar",Acer saccharum,17,Tipp Hill,To Be Determined,29.01,No,301,Burnet Park Drwy,925889.150468,1108217.828082,43.0408655195259,-76.1880112672727,-8481210.87574505,5318195.37774656
39301,86508,"Maple, Sugar",Acer saccharum,17,Tipp Hill,To Be Determined,29.01,No,301,Burnet Park Drwy,925871.658215,1108192.561494,43.040796420433,-76.1880771443326,-8481218.20914761,5318184.85315953
39302,86509,"Maple, Sugar",Acer saccharum,14,Tipp Hill,To Be Determined,29.01,No,301,Burnet Park Drwy,925928.022143,1108112.874561,43.0405770514103,-76.1878677121895,-8481194.89525871,5318151.44081402
39303,86510,"Maple, Sugar",Acer saccharum,15,Tipp Hill,To Be Determined,29.01,No,301,Burnet Park Drwy,925918.304224,1108070.115719,43.0404598576238,-76.1879048165737,-8481199.0257002,5318133.59094306
39304,86511,"Fir, White",Abies concolor,11,Tipp Hill,To Be Determined,29.01,No,301,Burnet Park Drwy,925926.078559,1108021.526126,43.0403264396509,-76.1878765920625,-8481195.88375986,5318113.2699964
39305,86512,"Maple, Sugar",Acer saccharum,12,Tipp Hill,To Be Determined,29.01,No,301,Burnet Park Drwy,925951.345148,1107980.710867,43.0402141263394,-76.1877827993092,-8481185.44279401,5318096.16354414
39306,86513,"Fir, White",Abies concolor,11,Tipp Hill,To Be Determined,29.01,No,301,Burnet Park Drwy,925970.780985,1107941.839193,43.0401072210507,-76.1877107830505,-8481177.42597727,5318079.88081738
39307,86514,"Fir, White",Abies concolor,9,Tipp Hill,To Be Determined,29.01,No,301,Burnet Park Drwy,925992.160406,1107877.70093,43.039930965479,-76.1876319424117,-8481168.64947319,5318053.03542223
39308,86515,"Maple, Sugar",Acer saccharum,5,Tipp Hill,To Be Determined,29.01,No,301,Burnet Park Drwy,925992.160406,1107916.572604,43.0400376194753,-76.1876312570305,-8481168.57317778,5318069.27982843
39309,86516,"Crabapple, Spp.",Malus spp.,6,Tipp Hill,To Be Determined,29.01,No,301,Burnet Park Drwy,926074.547057,1107971.283155,43.0401866653808,-76.1873221177927,-8481134.15994537,5318091.98097013
39310,86517,"Maple, Silver",Acer saccharinum,32,Tipp Hill,To Be Determined,29.01,No,301,Burnet Park Drwy,926083.80171,1107796.075738,43.0397058209738,-76.1872905918511,-8481130.65048844,5318018.74389252
39311,86518,"Maple, Silver",Acer saccharinum,33,Tipp Hill,To Be Determined,29.01,No,301,Burnet Park Drwy,926107.35901,1107727.086503,43.0395162270753,-76.1872036920831,-8481120.97684579,5317989.86713577
39312,86519,"Maple, Silver",Acer saccharinum,26,Tipp Hill,To Be Determined,29.01,No,301,Burnet Park Drwy,926138.488299,1107623.60265,43.039231890575,-76.1870890785712,-8481108.2181215,5317946.56044538
39313,86520,"Maple, Silver",Acer saccharinum,22,Tipp Hill,To Be Determined,29.01,No,301,Burnet Park Drwy,926173.824248,1107546.200094,43.0390190599127,-76.1869582704129,-8481093.65661743,5317914.14478941
39314,86521,"Maple, Silver",Acer saccharinum,29,Tipp Hill,To Be Determined,29.01,No,301,Burnet Park Drwy,926175.919511,1107532.15561,43.0389804982696,-76.1869506810933,-8481092.81177764,5317908.27158295
39315,86522,"Maple, Silver",Acer saccharinum,23,Tipp Hill,To Be Determined,29.01,No,301,Burnet Park Drwy,926179.125793,1107525.989683,43.0389635389925,-76.1869387968501,-8481091.48882917,5317905.68856832
39316,86523,"Cherry, Black",Prunus serotina,18,Tipp Hill,To Be Determined,29.01,No,301,Burnet Park Drwy,926188.004729,1107509.21836,43.0389174077031,-76.1869058813059,-8481087.82468598,5317898.66245903
39317,86524,"Maple, Silver",Acer saccharinum,27,Tipp Hill,To Be Determined,29.01,No,301,Burnet Park Drwy,926192.444196,1107498.366328,43.0388875749601,-76.1868894671227,-8481085.99746662,5317894.11873205
39318,86525,"Maple, Silver",Acer saccharinum,11,Tipp Hill,To Be Determined,29.01,No,301,Burnet Park Drwy,926196.637027,1107488.500845,43.0388604522505,-76.1868739580717,-8481084.27100618,5317889.98776328
39319,86526,"Ash, Black",Fraxinus nigra,12,Tipp Hill,To Be Determined,29.01,No,301,Burnet Park Drwy,926197.623575,1107482.581555,43.0388441984377,-76.1868703724461,-8481083.87185589,5317887.51220049
39320,86527,"Ash, Black",Fraxinus nigra,12,Tipp Hill,To Be Determined,29.01,No,301,Burnet Park Drwy,926204.529414,1107485.5412,43.0388522294653,-76.1868444888218,-8481080.99050315,5317888.735379
39321,86528,"Ash, Black",Fraxinus nigra,14,Tipp Hill,To Be Determined,29.01,No,301,Burnet Park Drwy,926207.489059,1107475.675716,43.0388251227278,-76.1868335925388,-8481079.77753386,5317884.60684522
39322,86529,"Maple, Silver",Acer saccharinum,28,Tipp Hill,To Be Determined,29.01,No,301,Burnet Park Drwy,926205.515962,1107480.608458,43.0388386824889,-76.1868408857756,-8481080.58941364,5317886.67208547
39323,86530,"Maple, Silver",Acer saccharinum,29,Tipp Hill,To Be Determined,29.01,No,301,Burnet Park Drwy,926217.354543,1107452.985104,43.0387627375951,-76.1867970915452,-8481075.71426,5317875.10518764
39324,86531,"Maple, Silver",Acer saccharinum,35,Tipp Hill,To Be Determined,29.01,No,301,Burnet Park Drwy,926297.26496,1107381.460347,43.0385654557778,-76.1864994511528,-8481042.58107072,5317845.05796073
39325,86532,"Ash, Green",Fraxinus pennsylvanica,22,Tipp Hill,To Be Determined,29.01,No,301,Burnet Park Drwy,926342.646185,1107304.509575,43.0383537336773,-76.1863310643225,-8481023.83632668,5317812.81149695
39326,86533,"Maple, Silver",Acer saccharinum,27,Tipp Hill,To Be Determined,29.01,No,301,Burnet Park Drwy,926415.650764,1107300.563381,43.0383419587433,-76.1860580622413,-8480993.44586409,5317811.01811333
39327,86534,"Maple, Sugar",Acer saccharum,6,Tipp Hill,To Be Determined,29.01,No,301,Burnet Park Drwy,926418.610409,1107224.599157,43.0381334937619,-76.1860483364324,-8480992.3631899,5317779.2678409
39328,86535,"Maple, Sugar",Acer saccharum,10,Tipp Hill,To Be Determined,29.01,No,301,Burnet Park Drwy,926454.12615,1107204.86819,43.0380788957659,-76.1859158404857,-8480977.61380336,5317770.95230824
39329,86536,"Maple, Sugar",Acer saccharum,11,Tipp Hill,To Be Determined,29.01,No,301,Burnet Park Drwy,926487.668795,1107161.460061,43.0379593591289,-76.1857911444407,-8480963.73269763,5317752.74633863
39330,86537,Japanese pagodatree,Styphnolobium japonicum,3,Tipp Hill,To Be Determined,29.01,No,301,Burnet Park Drwy,926452.153054,1107165.406255,43.0379706478565,-76.1859239195164,-8480978.51315632,5317754.46566054
39331,86538,"Pine, White",Pinus strobus,22,Tipp Hill,To Be Determined,29.01,No,301,Burnet Park Drwy,926398.879442,1107145.675288,43.0379172028567,-76.1861235361795,-8481000.73438835,5317746.32575414
39332,86540,"Oak, Swamp White",Quercus bicolor,4,Tipp Hill,To Be Determined,29.01,No,301,Burnet Park Drwy,926381.121571,1107187.110319,43.0380311205859,-76.1861892254244,-8481008.04688495,5317763.67592633
39333,86541,Japanese pagodatree,Styphnolobium japonicum,4,Tipp Hill,To Be Determined,29.01,No,301,Burnet Park Drwy,926357.44441,1107167.379352,43.0379772911071,-76.1862781378929,-8481017.94457842,5317755.47745472
39334,86542,"Linden, Littleleaf",Tilia cordata,20,Tipp Hill,To Be Determined,29.01,No,301,Burnet Park Drwy,926347.578927,1107228.54535,43.0381452431109,-76.186313957289,-8481021.93197805,5317781.05732175
39335,86543,"Linden, Littleleaf",Tilia cordata,8,Tipp Hill,To Be Determined,29.01,No,301,Burnet Park Drwy,926319.955573,1107200.921996,43.0380698100204,-76.186417769971,-8481033.48835605,5317769.56850376
39336,86544,"Linden, Littleleaf",Tilia cordata,9,Tipp Hill,To Be Determined,29.01,No,301,Burnet Park Drwy,926310.090089,1107143.702191,43.037912941355,-76.1864556832385,-8481037.70884173,5317745.6767072
39337,86545,"Oak, Swamp White",Quercus bicolor,4,Tipp Hill,To Be Determined,29.01,No,301,Burnet Park Drwy,926351.52512,1107108.18645,43.0378149576033,-76.1863013258413,-8481020.5258485,5317730.75337742
39338,86546,"Cherry, Ornamental",Prunus spp.,7,Tipp Hill,To Be Determined,29.01,No,301,Burnet Park Drwy,926321.928669,1107025.316387,43.0375879671431,-76.1864134952536,-8481033.01249249,5317696.18188212
39339,86547,"Cherry, Ornamental",Prunus spp.,6,Tipp Hill,To Be Determined,29.01,No,301,Burnet Park Drwy,926351.52512,1107027.289484,43.0375929968312,-76.1863027568864,-8481020.6851499,5317696.9479217
39340,86548,"Pine, White",Pinus strobus,21,Tipp Hill,To Be Determined,29.01,No,301,Burnet Park Drwy,926485.695698,1107019.397097,43.0375696000239,-76.1858010409558,-8480964.83436974,5317693.38451068
39341,86549,Yellowood,Cladrastis lutea,8,Tipp Hill,To Be Determined,29.01,No,301,Burnet Park Drwy,926448.20686,1106995.719936,43.0375051228798,-76.1859416845149,-8480980.49074364,5317683.56442628
39342,86550,Yellowood,Cladrastis lutea,11,Tipp Hill,To Be Determined,29.01,No,301,Burnet Park Drwy,926420.583506,1106968.096582,43.0374296901161,-76.1860454965655,-8480992.04705135,5317672.0757779
39343,86551,"Pine, Austrian",Pinus nigra,4,Tipp Hill,To Be Determined,29.01,No,301,Burnet Park Drwy,926390.987055,1106940.473228,43.0373542828686,-76.1861566885656,-8481004.42489154,5317660.5910298
39344,86552,"Crabapple, Spp.",Malus spp.,10,Tipp Hill,To Be Determined,29.01,No,301,Burnet Park Drwy,926351.046712,1106911.768724,43.0372760433361,-76.1863065898315,-8481021.11182887,5317648.67493097
39345,86553,"Crabapple, Spp.",Malus spp.,11,Tipp Hill,To Be Determined,29.01,No,301,Burnet Park Drwy,926337.975622,1106900.708571,43.0372458666742,-76.1863556767074,-8481026.57615642,5317644.07894539
39346,86554,"Crabapple, Spp.",Malus spp.,8,Tipp Hill,To Be Determined,29.01,No,301,Burnet Park Drwy,926326.915469,1106884.621076,43.03720187015,-76.1863973307204,-8481031.21306105,5317637.37816238
39347,86555,"Crabapple, Spp.",Malus spp.,10,Tipp Hill,To Be Determined,29.01,No,301,Burnet Park Drwy,926307.811568,1106879.593733,43.0371883242026,-76.1864688759781,-8481039.17744517,5317635.3150806
39348,86556,"Crabapple, Spp.",Malus spp.,12,Tipp Hill,To Be Determined,29.01,No,301,Burnet Park Drwy,926298.762351,1106862.500769,43.0371415428036,-76.1865030259363,-8481042.97900196,5317628.19016094
39349,86557,Blackgum / Sourgum,Nyssa sylvatica,10,Tipp Hill,To Be Determined,29.01,No,301,Burnet Park Drwy,926269.603766,1106839.374994,43.037078469645,-76.1866124995661,-8481055.16555409,5317618.58397531
39350,86558,Stump Ash,Stump Ash,19,Tipp Hill,To Be Determined,29.01,No,301,Burnet Park Drwy,926527.506429,1106962.544882,43.0374130686328,-76.1856456582435,-8480947.53723843,5317669.54427796
39351,86559,Basswood / Linden,Tilia americana,21,Tipp Hill,To Be Determined,29.01,No,301,Burnet Park Drwy,926590.850942,1106993.714405,43.0374977663371,-76.185408170585,-8480921.10022539,5317682.44400432
39352,86560,"Maple, Norway",Acer platanoides,18,Tipp Hill,To Be Determined,29.01,No,301,Burnet Park Drwy,926663.244672,1107026.894864,43.0375878632804,-76.1851367986408,-8480890.89122974,5317696.16607137
39353,86561,"Pine, Austrian",Pinus nigra,19,Tipp Hill,To Be Determined,29.01,No,301,Burnet Park Drwy,926667.266546,1107075.157351,43.0377202309531,-76.1851208988159,-8480889.12126986,5317716.32614667
39354,86562,"Mulberry, White",Morus alba,15,Tipp Hill,To Be Determined,29.01,No,301,Burnet Park Drwy,926810.043069,1107159.616703,43.0379501065219,-76.1845853516046,-8480829.50440968,5317751.33713368
39355,86563,"Maple, Norway",Acer platanoides,22,Tipp Hill,To Be Determined,29.01,No,301,Burnet Park Drwy,926840.207123,1107182.742477,43.0380131646074,-76.184472113445,-8480816.89879187,5317760.94116008
39356,86564,"Maple, Boxelder",Acer negundo,13,Tipp Hill,To Be Determined,29.01,No,301,Burnet Park Drwy,926766.807925,1107221.955748,43.0381217123555,-76.1847459634751,-8480847.38364853,5317777.47348432
39357,86565,"Maple, Norway",Acer platanoides,22,Tipp Hill,To Be Determined,29.01,No,301,Burnet Park Drwy,926975.945367,1107267.201829,43.0382431289796,-76.1839628877436,-8480760.21202971,5317795.96583927
39358,86566,"Maple, Norway",Acer platanoides,19,Tipp Hill,To Be Determined,29.01,No,301,Burnet Park Drwy,926986.000052,1107261.169018,43.0382264452351,-76.183925385865,-8480756.03733819,5317793.42482086
39359,86567,"Maple, Boxelder",Acer negundo,21,Tipp Hill,To Be Determined,29.01,No,301,Burnet Park Drwy,927139.836728,1107317.475253,43.0383789255937,-76.1833489612535,-8480691.87002451,5317816.64837989
39360,86568,"Maple, Norway",Acer platanoides,25,Tipp Hill,To Be Determined,29.01,No,301,Burnet Park Drwy,927360.034323,1107414.000226,43.0386408839493,-76.1825235934698,-8480599.99047563,5317856.54614629
39361,86569,"Maple, Norway",Acer platanoides,16,Tipp Hill,To Be Determined,29.01,No,301,Burnet Park Drwy,927438.460864,1107462.262713,43.0387722761474,-76.1822293770459,-8480567.23844365,5317876.55799826
39362,86570,"Maple, Norway",Acer platanoides,9,Tipp Hill,To Be Determined,29.01,No,301,Burnet Park Drwy,927486.72335,1107488.404893,43.0388433707773,-76.1820483837791,-8480547.09035945,5317887.38617219
39363,86571,"Beech, European",Fagus sylvatica,19,Tipp Hill,To Be Determined,29.01,No,301,Burnet Park Drwy,927525.936621,1107489.410361,43.0388456151348,-76.1819016883737,-8480530.76029636,5317887.7280035
39364,86572,"Maple, Norway",Acer platanoides,21,Tipp Hill,To Be Determined,29.01,No,301,Burnet Park Drwy,927549.062396,1107496.448641,43.0388646229307,-76.1818150603863,-8480521.11690995,5317890.62301674
39365,86573,"Maple, Norway",Acer platanoides,14,Tipp Hill,To Be Determined,29.01,No,301,Burnet Park Drwy,927629.499873,1107509.519731,43.0388994306856,-76.1815139495193,-8480487.59739104,5317895.92447163
39366,86574,"Maple, Norway",Acer platanoides,15,Tipp Hill,To Be Determined,29.01,No,301,Burnet Park Drwy,927625.478,1107504.492388,43.038885689759,-76.1815290833719,-8480489.28208423,5317893.83163649
39367,86575,"Maple, Norway",Acer platanoides,15,Tipp Hill,To Be Determined,29.01,No,301,Burnet Park Drwy,927645.587369,1107513.541605,43.0389102543895,-76.1814537020974,-8480480.89067663,5317897.57299485
39368,86576,"Maple, Norway",Acer platanoides,21,Tipp Hill,To Be Determined,29.01,No,301,Burnet Park Drwy,927676.756892,1107509.519731,43.0388988099306,-76.1813371842729,-8480467.91996745,5317895.82992757
39369,86577,"Walnut, Black",Juglans nigra,27,Tipp Hill,To Be Determined,29.01,No,301,Burnet Park Drwy,927718.986567,1107499.465046,43.038870667498,-76.1811794040173,-8480450.35594383,5317891.54364833
39370,86578,"Pine, Austrian",Pinus nigra,12,Tipp Hill,To Be Determined,29.01,No,301,Burnet Park Drwy,927736.079531,1107494.437704,43.0388566490736,-76.1811155577823,-8480443.24861105,5317889.40854991
39371,86579,"Maple, Norway",Acer platanoides,15,Tipp Hill,To Be Determined,29.01,No,301,Burnet Park Drwy,927759.205306,1107492.426767,43.0388508275363,-76.1810290917518,-8480433.6232534,5317888.52189193
39372,86580,Douglas Fir,Pseudotsuga menziesii,13,Tipp Hill,To Be Determined,29.01,No,301,Burnet Park Drwy,927810.484198,1107475.333803,43.0388032544059,-76.1808375893647,-8480412.3052979,5317881.27619482
39373,86581,"Oak, Swamp White",Quercus bicolor,3,Tipp Hill,To Be Determined,29.01,No,301,Burnet Park Drwy,927798.418577,1107399.923667,43.0385965069909,-76.1808840730778,-8480417.47984111,5317849.78727893
39374,86582,"Oak, Swamp White",Quercus bicolor,3,Tipp Hill,To Be Determined,29.01,No,301,Burnet Park Drwy,927843.664658,1107407.967415,43.0386179817159,-76.1807146863074,-8480398.62378617,5317853.05800905
39375,86583,"Oak, Swamp White",Quercus bicolor,3,Tipp Hill,To Be Determined,29.01,No,301,Burnet Park Drwy,927884.888865,1107416.011163,43.0386395091343,-76.1805603432066,-8480381.44238541,5317856.33676575
39376,86584,"Oak, Swamp White",Quercus bicolor,3,Tipp Hill,To Be Determined,29.01,No,301,Burnet Park Drwy,927923.096667,1107423.049442,43.0386583173167,-76.1804173008914,-8480365.51898273,5317859.20136729
39377,86585,"Oak, Swamp White",Quercus bicolor,3,Tipp Hill,To Be Determined,29.01,No,301,Burnet Park Drwy,927970.353685,1107432.098658,43.0386825236035,-76.180240373837,-8480345.82354697,5317862.88813445
39378,86586,"Oak, Swamp White",Quercus bicolor,3,Tipp Hill,To Be Determined,29.01,No,301,Burnet Park Drwy,928010.572424,1107441.147875,43.0387068223816,-76.1800897732962,-8480329.05876624,5317866.58898991
39379,86587,"Oak, Swamp White",Quercus bicolor,3,Tipp Hill,To Be Determined,29.01,No,301,Burnet Park Drwy,928147.316136,1107507.508794,43.0388870964068,-76.179577090251,-8480271.98713378,5317894.04589041
39380,86588,"Cherry, Choke",Prunus virginiana,1,Tipp Hill,To Be Determined,29.01,No,301,Burnet Park Drwy,928139.272388,1107525.607226,43.0389368600086,-76.1796068523716,-8480275.30023938,5317901.6252221
39381,86589,"Cherry, Choke",Prunus virginiana,1,Tipp Hill,To Be Determined,29.01,No,301,Burnet Park Drwy,928114.135677,1107514.547073,43.0389068454273,-76.179701075384,-8480285.78910028,5317897.05379781
39382,86590,"Cherry, Choke",Prunus virginiana,1,Tipp Hill,To Be Determined,29.01,No,301,Burnet Park Drwy,928098.048181,1107527.618163,43.038942921361,-76.1797610157396,-8480292.4616326,5317902.54840638
39383,86591,"Oak, Swamp White",Quercus bicolor,3,Tipp Hill,To Be Determined,29.01,No,301,Burnet Park Drwy,928085.982559,1107510.525199,43.0388961817853,-76.1798064546452,-8480297.51986968,5317895.4296529
39384,86592,"Crabapple, Spp.",Malus spp.,1,Tipp Hill,To Be Determined,29.01,No,301,Burnet Park Drwy,928054.813037,1107517.563478,43.0389159040441,-76.1799229179458,-8480310.48450935,5317898.43348479
39385,86593,"Cherry, Ornamental",Prunus spp.,1,Tipp Hill,To Be Determined,29.01,No,301,Burnet Park Drwy,928050.791163,1107529.6291,43.0389490620468,-76.17993774493,-8480312.13504249,5317903.48367364
39386,86594,"Crabapple, Spp.",Malus spp.,1,Tipp Hill,To Be Determined,29.01,No,301,Burnet Park Drwy,928039.73101,1107517.563478,43.0389161028842,-76.1799793323901,-8480316.7645386,5317898.46376914
39387,86595,Stump,Stump,8,Tipp Hill,To Be Determined,29.01,No,301,Burnet Park Drwy,928042.747415,1107523.596289,43.0389326156065,-76.1799679410768,-8480315.49646313,5317900.97876859
39388,86596,"Cherry, Ornamental",Prunus spp.,2,Tipp Hill,To Be Determined,29.01,No,301,Burnet Park Drwy,928022.638046,1107519.574415,43.0389218456988,-76.1800432326261,-8480323.87788268,5317899.33843821
39389,86597,"Cherry, Ornamental",Prunus spp.,2,Tipp Hill,To Be Determined,29.01,No,301,Burnet Park Drwy,927992.473992,1107520.579884,43.0389250019822,-76.1801560434653,-8480336.43593194,5317899.81916082
39390,86598,"Maple, Norway",Acer platanoides,21,Tipp Hill,To Be Determined,29.01,No,301,Burnet Park Drwy,927921.08573,1107521.585352,43.0389287011161,-76.18042305384,-8480366.15940052,5317900.38256234
39391,86599,"Hickory, Bitternut",Carya cordiformis,27,Tipp Hill,To Be Determined,29.01,No,301,Burnet Park Drwy,927916.058388,1107529.6291,43.0389508373024,-76.1804417142604,-8480368.23666987,5317903.75405408
39392,86600,"Maple, Norway",Acer platanoides,7,Tipp Hill,To Be Determined,29.01,No,301,Burnet Park Drwy,927871.817775,1107543.705659,43.0389900422131,-76.1806069441449,-8480386.62998275,5317909.72523082
39393,86601,"Spruce, Norway",Picea abies,19,Tipp Hill,To Be Determined,29.01,No,301,Burnet Park Drwy,927837.631847,1107518.568947,43.0389215234088,-76.1807352679674,-8480400.91492937,5317899.28934698
39394,86602,"Ash, White",Fraxinus americana,14,Tipp Hill,To Be Determined,29.01,No,301,Burnet Park Drwy,927549.062396,1107571.858776,43.0390715290701,-76.1818137112643,-8480520.96672807,5317922.13624481
39395,86603,"Oak, Swamp White",Quercus bicolor,65,Tipp Hill,To Be Determined,29.01,No,301,Burnet Park Drwy,927629.499873,1107622.132199,43.0392084105036,-76.181511933312,-8480487.37295038,5317942.98428882
39396,86604,"Maple, Norway",Acer platanoides,15,Tipp Hill,To Be Determined,29.01,No,301,Burnet Park Drwy,926263.068221,1106781.560557,43.036919926192,-76.186637966948,-8481058.00056966,5317594.43749166
39397,86605,"Cedar, White arbor",Thuja occidentalis,4,Tipp Hill,To Be Determined,29.01,No,301,Burnet Park Drwy,926239.942446,1106818.762891,43.0370222997767,-76.1867238089819,-8481067.55646511,5317610.02918473
39398,86606,"Cedar, White arbor",Thuja occidentalis,4,Tipp Hill,To Be Determined,29.01,No,301,Burnet Park Drwy,926227.876824,1106815.746485,43.0370141799086,-76.1867689924839,-8481072.5862711,5317608.79251199
39399,86607,"Cedar, White arbor",Thuja occidentalis,4,Tipp Hill,To Be Determined,29.01,No,301,Burnet Park Drwy,926216.816671,1106812.73008,43.0370060469953,-76.1868104151226,-8481077.19741957,5317607.55385264
39400,86608,"Cedar, White arbor",Thuja occidentalis,4,Tipp Hill,To Be Determined,29.01,No,301,Burnet Park Drwy,926205.756518,1106811.724611,43.0370034315667,-76.1868518022277,-8481081.80461251,5317607.15551737
39401,86609,"Cedar, White arbor",Thuja occidentalis,4,Tipp Hill,To Be Determined,29.01,No,301,Burnet Park Drwy,926196.239001,1106809.33077,43.0369969867941,-76.1868874437846,-8481085.7722137,5317606.17396543
39402,86610,"Cedar, White arbor",Thuja occidentalis,5,Tipp Hill,To Be Determined,29.01,No,301,Burnet Park Drwy,926181.99716,1106808.295,43.0369943294188,-76.1869407321843,-8481091.70425311,5317605.76924158
39403,86611,"Cedar, White arbor",Thuja occidentalis,4,Tipp Hill,To Be Determined,29.01,No,301,Burnet Park Drwy,926171.639457,1106809.33077,43.0369973054874,-76.1869794557898,-8481096.01494658,5317606.22250248
39404,86612,"Cedar, White arbor",Thuja occidentalis,3,Tipp Hill,To Be Determined,29.01,No,301,Burnet Park Drwy,926161.540697,1106807.777115,43.0369931734615,-76.1870172565727,-8481100.2229118,5317605.59318651
39405,86613,"Cedar, White arbor",Thuja occidentalis,3,Tipp Hill,To Be Determined,29.01,No,301,Burnet Park Drwy,926150.924052,1106808.295,43.0369947319123,-76.1870569578702,-8481104.64244147,5317605.8305414
39406,86614,"Cedar, White arbor",Thuja occidentalis,3,Tipp Hill,To Be Determined,29.01,No,301,Burnet Park Drwy,926140.56635,1106809.071828,43.0369969974701,-76.1870956860495,-8481108.95364408,5317606.17559012
39407,86615,"Cedar, White arbor",Thuja occidentalis,3,Tipp Hill,To Be Determined,29.01,No,301,Burnet Park Drwy,926130.726532,1106809.848655,43.0369992563062,-76.1871324771411,-8481113.049211,5317606.51961512
39408,86616,"Cedar, White arbor",Thuja occidentalis,3,Tipp Hill,To Be Determined,29.01,No,301,Burnet Park Drwy,926119.850944,1106810.625483,43.0370015285439,-76.1871731424245,-8481117.57605112,5317606.86568119
39409,86617,"Cedar, White arbor",Thuja occidentalis,3,Tipp Hill,To Be Determined,29.01,No,301,Burnet Park Drwy,926108.716414,1106812.697023,43.0370073564818,-76.1872147534065,-8481122.208166,5317607.75328755
39410,86618,"Cedar, White arbor",Thuja occidentalis,3,Tipp Hill,To Be Determined,29.01,No,301,Burnet Park Drwy,926099.394482,1106815.545392,43.0370152923632,-76.1872495708537,-8481126.08402781,5317608.96193812
39411,86619,"Cedar, White arbor",Thuja occidentalis,4,Tipp Hill,To Be Determined,29.01,No,301,Burnet Park Drwy,926090.590435,1106819.42953,43.037026063419,-76.1872824329378,-8481129.74221956,5317610.60239173
